source,target,type
Grenada,Saint Vincent and the Grenadines,GDP Per Capita
Grenada,Brazil,GDP Per Capita
Sierra Leone,Burundi,GDP Per Capita
Sierra Leone,Yemen,GDP Per Capita
Sierra Leone,Afghanistan,GDP Per Capita
Sierra Leone,Niger,GDP Per Capita
Sierra Leone,Guinea-Bissau,GDP Per Capita
Sierra Leone,North Korea,GDP Per Capita
Sierra Leone,Sudan,GDP Per Capita
Sierra Leone,Madagascar,GDP Per Capita
Sierra Leone,Syria,GDP Per Capita
Sierra Leone,Malawi,GDP Per Capita
Sierra Leone,Ethiopia,GDP Per Capita
Sierra Leone,Lesotho,GDP Per Capita
Sierra Leone,DR Congo,GDP Per Capita
Sierra Leone,Somalia,GDP Per Capita
Sierra Leone,Togo,GDP Per Capita
Sierra Leone,Rwanda,GDP Per Capita
Sierra Leone,Mozambique,GDP Per Capita
Sierra Leone,Central African Republic,GDP Per Capita
Sierra Leone,Burkina Faso,GDP Per Capita
Sierra Leone,Eritrea,GDP Per Capita
Sierra Leone,Mali,GDP Per Capita
Sierra Leone,Gambia,GDP Per Capita
Sierra Leone,South Sudan,GDP Per Capita
Sierra Leone,Liberia,GDP Per Capita
Sierra Leone,Chad,GDP Per Capita
Hungary,Croatia,GDP Per Capita
Hungary,Guyana,GDP Per Capita
Hungary,Panama,GDP Per Capita
Hungary,Poland,GDP Per Capita
Barbados,Saint Kitts and Nevis,GDP Per Capita
Barbados,Uruguay,GDP Per Capita
Barbados,Slovakia,GDP Per Capita
Tunisia,Egypt,GDP Per Capita
Tunisia,Sri Lanka,GDP Per Capita
Tunisia,Djibouti,GDP Per Capita
Tunisia,Morocco,GDP Per Capita
Tunisia,Algeria,GDP Per Capita
Tunisia,Eswatini,GDP Per Capita
Tunisia,Ukraine,GDP Per Capita
Tunisia,Philippines,GDP Per Capita
Tunisia,Vietnam,GDP Per Capita
Tunisia,Micronesia,GDP Per Capita
Tunisia,Jordan,GDP Per Capita
Tunisia,Angola,GDP Per Capita
Tunisia,Samoa,GDP Per Capita
Tunisia,Bolivia,GDP Per Capita
Tunisia,Bhutan,GDP Per Capita
Tunisia,Palestine,GDP Per Capita
Italy,Japan,GDP Per Capita
Benin,Uganda,GDP Per Capita
Benin,Senegal,GDP Per Capita
Benin,Zambia,GDP Per Capita
Benin,Guinea-Bissau,GDP Per Capita
Benin,Sudan,GDP Per Capita
Benin,Nepal,GDP Per Capita
Benin,Pakistan,GDP Per Capita
Benin,Syria,GDP Per Capita
Benin,Cambodia,GDP Per Capita
Benin,Kyrgyzstan,GDP Per Capita
Benin,Ethiopia,GDP Per Capita
Benin,Lesotho,GDP Per Capita
Benin,Haiti,GDP Per Capita
Benin,Cameroon,GDP Per Capita
Benin,Guinea,GDP Per Capita
Benin,Togo,GDP Per Capita
Benin,Rwanda,GDP Per Capita
Benin,Burkina Faso,GDP Per Capita
Benin,Tanzania,GDP Per Capita
Benin,Mali,GDP Per Capita
Benin,Tajikistan,GDP Per Capita
Benin,Gambia,GDP Per Capita
Benin,Myanmar,GDP Per Capita
Benin,Comoros,GDP Per Capita
Benin,Kiribati,GDP Per Capita
Benin,Chad,GDP Per Capita
Benin,Zimbabwe,GDP Per Capita
Indonesia,Algeria,GDP Per Capita
Indonesia,Fiji,GDP Per Capita
Indonesia,El Salvador,GDP Per Capita
Indonesia,Namibia,GDP Per Capita
Indonesia,Tuvalu,GDP Per Capita
Indonesia,Jordan,GDP Per Capita
Indonesia,Moldova,GDP Per Capita
Indonesia,Guatemala,GDP Per Capita
Indonesia,Iran,GDP Per Capita
Indonesia,Venezuela,GDP Per Capita
Indonesia,Tonga,GDP Per Capita
Indonesia,Mongolia,GDP Per Capita
Saint Kitts and Nevis,Greece,GDP Per Capita
Saint Kitts and Nevis,Uruguay,GDP Per Capita
Saint Kitts and Nevis,Slovakia,GDP Per Capita
Laos,Solomon Islands,GDP Per Capita
Laos,Uzbekistan,GDP Per Capita
Laos,Senegal,GDP Per Capita
Laos,Bangladesh,GDP Per Capita
Laos,Zambia,GDP Per Capita
Laos,India,GDP Per Capita
Laos,Cambodia,GDP Per Capita
Laos,Kyrgyzstan,GDP Per Capita
Laos,Haiti,GDP Per Capita
Laos,Cameroon,GDP Per Capita
Laos,Guinea,GDP Per Capita
Laos,Kenya,GDP Per Capita
Laos,Timor-Leste,GDP Per Capita
Laos,Mauritania,GDP Per Capita
Laos,Nigeria,GDP Per Capita
Laos,Comoros,GDP Per Capita
Laos,Kiribati,GDP Per Capita
Laos,Ghana,GDP Per Capita
Laos,Zimbabwe,GDP Per Capita
Laos,Nicaragua,GDP Per Capita
Laos,Republic of the Congo,GDP Per Capita
Uganda,Senegal,GDP Per Capita
Uganda,Zambia,GDP Per Capita
Uganda,Niger,GDP Per Capita
Uganda,Guinea-Bissau,GDP Per Capita
Uganda,North Korea,GDP Per Capita
Uganda,Sudan,GDP Per Capita
Uganda,Nepal,GDP Per Capita
Uganda,Pakistan,GDP Per Capita
Uganda,Madagascar,GDP Per Capita
Uganda,Syria,GDP Per Capita
Uganda,Malawi,GDP Per Capita
Uganda,Ethiopia,GDP Per Capita
Uganda,Lesotho,GDP Per Capita
Uganda,Haiti,GDP Per Capita
Uganda,Cameroon,GDP Per Capita
Uganda,Guinea,GDP Per Capita
Uganda,DR Congo,GDP Per Capita
Uganda,Somalia,GDP Per Capita
Uganda,Togo,GDP Per Capita
Uganda,Rwanda,GDP Per Capita
Uganda,Mozambique,GDP Per Capita
Uganda,Central African Republic,GDP Per Capita
Uganda,Burkina Faso,GDP Per Capita
Uganda,Eritrea,GDP Per Capita
Uganda,Tanzania,GDP Per Capita
Uganda,Mali,GDP Per Capita
Uganda,Tajikistan,GDP Per Capita
Uganda,Gambia,GDP Per Capita
Uganda,South Sudan,GDP Per Capita
Uganda,Myanmar,GDP Per Capita
Uganda,Liberia,GDP Per Capita
Uganda,Comoros,GDP Per Capita
Uganda,Chad,GDP Per Capita
Uganda,Zimbabwe,GDP Per Capita
Burundi,Yemen,GDP Per Capita
Burundi,Afghanistan,GDP Per Capita
Burundi,Niger,GDP Per Capita
Burundi,Guinea-Bissau,GDP Per Capita
Burundi,North Korea,GDP Per Capita
Burundi,Sudan,GDP Per Capita
Burundi,Madagascar,GDP Per Capita
Burundi,Syria,GDP Per Capita
Burundi,Malawi,GDP Per Capita
Burundi,DR Congo,GDP Per Capita
Burundi,Somalia,GDP Per Capita
Burundi,Mozambique,GDP Per Capita
Burundi,Central African Republic,GDP Per Capita
Burundi,Burkina Faso,GDP Per Capita
Burundi,Eritrea,GDP Per Capita
Burundi,Mali,GDP Per Capita
Burundi,Gambia,GDP Per Capita
Burundi,South Sudan,GDP Per Capita
Burundi,Liberia,GDP Per Capita
South Africa,North Macedonia,GDP Per Capita
South Africa,Peru,GDP Per Capita
South Africa,Colombia,GDP Per Capita
South Africa,Georgia,GDP Per Capita
South Africa,Lebanon,GDP Per Capita
South Africa,Marshall Islands,GDP Per Capita
South Africa,Thailand,GDP Per Capita
South Africa,Equatorial Guinea,GDP Per Capita
South Africa,Armenia,GDP Per Capita
South Africa,Ecuador,GDP Per Capita
South Africa,Albania,GDP Per Capita
South Africa,Belize,GDP Per Capita
France,Kuwait,GDP Per Capita
Libya,North Macedonia,GDP Per Capita
Libya,Fiji,GDP Per Capita
Libya,Paraguay,GDP Per Capita
Libya,Iraq,GDP Per Capita
Libya,Suriname,GDP Per Capita
Libya,Ecuador,GDP Per Capita
Libya,Jamaica,GDP Per Capita
Libya,Kosovo,GDP Per Capita
Mexico,Malaysia,GDP Per Capita
Mexico,Nauru,GDP Per Capita
Mexico,Saint Lucia,GDP Per Capita
Mexico,Kazakhstan,GDP Per Capita
Mexico,Maldives,GDP Per Capita
Gabon,Dominica,GDP Per Capita
Gabon,Brazil,GDP Per Capita
Gabon,Serbia,GDP Per Capita
North Macedonia,Peru,GDP Per Capita
North Macedonia,Colombia,GDP Per Capita
North Macedonia,Georgia,GDP Per Capita
North Macedonia,Paraguay,GDP Per Capita
North Macedonia,Marshall Islands,GDP Per Capita
North Macedonia,Thailand,GDP Per Capita
North Macedonia,Equatorial Guinea,GDP Per Capita
North Macedonia,Armenia,GDP Per Capita
North Macedonia,Ecuador,GDP Per Capita
North Macedonia,Albania,GDP Per Capita
North Macedonia,Belize,GDP Per Capita
North Macedonia,Jamaica,GDP Per Capita
China,Turkey,GDP Per Capita
China,Cuba,GDP Per Capita
China,Saint Lucia,GDP Per Capita
China,Palau,GDP Per Capita
Yemen,Afghanistan,GDP Per Capita
Yemen,Niger,GDP Per Capita
Yemen,Guinea-Bissau,GDP Per Capita
Yemen,North Korea,GDP Per Capita
Yemen,Sudan,GDP Per Capita
Yemen,Madagascar,GDP Per Capita
Yemen,Syria,GDP Per Capita
Yemen,Malawi,GDP Per Capita
Yemen,DR Congo,GDP Per Capita
Yemen,Somalia,GDP Per Capita
Yemen,Togo,GDP Per Capita
Yemen,Mozambique,GDP Per Capita
Yemen,Central African Republic,GDP Per Capita
Yemen,Burkina Faso,GDP Per Capita
Yemen,Eritrea,GDP Per Capita
Yemen,Mali,GDP Per Capita
Yemen,Gambia,GDP Per Capita
Yemen,South Sudan,GDP Per Capita
Yemen,Liberia,GDP Per Capita
Solomon Islands,Uzbekistan,GDP Per Capita
Solomon Islands,Bangladesh,GDP Per Capita
Solomon Islands,India,GDP Per Capita
Solomon Islands,Cambodia,GDP Per Capita
Solomon Islands,Kyrgyzstan,GDP Per Capita
Solomon Islands,Haiti,GDP Per Capita
Solomon Islands,Kenya,GDP Per Capita
Solomon Islands,Timor-Leste,GDP Per Capita
Solomon Islands,Mauritania,GDP Per Capita
Solomon Islands,Nigeria,GDP Per Capita
Solomon Islands,Kiribati,GDP Per Capita
Solomon Islands,Ghana,GDP Per Capita
Solomon Islands,Zimbabwe,GDP Per Capita
Solomon Islands,Nicaragua,GDP Per Capita
Solomon Islands,Republic of the Congo,GDP Per Capita
Uzbekistan,Bangladesh,GDP Per Capita
Uzbekistan,India,GDP Per Capita
Uzbekistan,Cambodia,GDP Per Capita
Uzbekistan,Kenya,GDP Per Capita
Uzbekistan,Timor-Leste,GDP Per Capita
Uzbekistan,Mauritania,GDP Per Capita
Uzbekistan,Nigeria,GDP Per Capita
Uzbekistan,Ghana,GDP Per Capita
Uzbekistan,Nicaragua,GDP Per Capita
Uzbekistan,Republic of the Congo,GDP Per Capita
Egypt,Sri Lanka,GDP Per Capita
Egypt,Djibouti,GDP Per Capita
Egypt,Morocco,GDP Per Capita
Egypt,Algeria,GDP Per Capita
Egypt,Papua New Guinea,GDP Per Capita
Egypt,Eswatini,GDP Per Capita
Egypt,Ukraine,GDP Per Capita
Egypt,Philippines,GDP Per Capita
Egypt,Vietnam,GDP Per Capita
Egypt,Micronesia,GDP Per Capita
Egypt,Jordan,GDP Per Capita
Egypt,Angola,GDP Per Capita
Egypt,Samoa,GDP Per Capita
Egypt,Bolivia,GDP Per Capita
Egypt,Bhutan,GDP Per Capita
Egypt,Palestine,GDP Per Capita
Senegal,Zambia,GDP Per Capita
Senegal,Nepal,GDP Per Capita
Senegal,Pakistan,GDP Per Capita
Senegal,Cambodia,GDP Per Capita
Senegal,Kyrgyzstan,GDP Per Capita
Senegal,Haiti,GDP Per Capita
Senegal,Cameroon,GDP Per Capita
Senegal,Guinea,GDP Per Capita
Senegal,Kenya,GDP Per Capita
Senegal,Tanzania,GDP Per Capita
Senegal,Tajikistan,GDP Per Capita
Senegal,Nigeria,GDP Per Capita
Senegal,Myanmar,GDP Per Capita
Senegal,Comoros,GDP Per Capita
Senegal,Kiribati,GDP Per Capita
Senegal,Ghana,GDP Per Capita
Senegal,Zimbabwe,GDP Per Capita
Sri Lanka,Djibouti,GDP Per Capita
Sri Lanka,Morocco,GDP Per Capita
Sri Lanka,Papua New Guinea,GDP Per Capita
Sri Lanka,Eswatini,GDP Per Capita
Sri Lanka,Ukraine,GDP Per Capita
Sri Lanka,Honduras,GDP Per Capita
Sri Lanka,Philippines,GDP Per Capita
Sri Lanka,Vanuatu,GDP Per Capita
Sri Lanka,Micronesia,GDP Per Capita
Sri Lanka,Angola,GDP Per Capita
Sri Lanka,Samoa,GDP Per Capita
Sri Lanka,Bolivia,GDP Per Capita
Sri Lanka,Bhutan,GDP Per Capita
Sri Lanka,Palestine,GDP Per Capita
Bangladesh,Papua New Guinea,GDP Per Capita
Bangladesh,India,GDP Per Capita
Bangladesh,Honduras,GDP Per Capita
Bangladesh,Vanuatu,GDP Per Capita
Bangladesh,Kenya,GDP Per Capita
Bangladesh,Timor-Leste,GDP Per Capita
Bangladesh,Mauritania,GDP Per Capita
Bangladesh,Nigeria,GDP Per Capita
Bangladesh,Ghana,GDP Per Capita
Bangladesh,Nicaragua,GDP Per Capita
Bangladesh,Republic of the Congo,GDP Per Capita
Peru,Azerbaijan,GDP Per Capita
Peru,Colombia,GDP Per Capita
Peru,Georgia,GDP Per Capita
Peru,Lebanon,GDP Per Capita
Peru,Bosnia and Herzegovina,GDP Per Capita
Peru,Marshall Islands,GDP Per Capita
Peru,Thailand,GDP Per Capita
Peru,Equatorial Guinea,GDP Per Capita
Peru,Belarus,GDP Per Capita
Peru,Armenia,GDP Per Capita
Peru,Albania,GDP Per Capita
Peru,Belize,GDP Per Capita
Turkey,Bulgaria,GDP Per Capita
Turkey,Cuba,GDP Per Capita
Turkey,Costa Rica,GDP Per Capita
Turkey,Palau,GDP Per Capita
Afghanistan,Niger,GDP Per Capita
Afghanistan,Guinea-Bissau,GDP Per Capita
Afghanistan,North Korea,GDP Per Capita
Afghanistan,Sudan,GDP Per Capita
Afghanistan,Madagascar,GDP Per Capita
Afghanistan,Syria,GDP Per Capita
Afghanistan,Malawi,GDP Per Capita
Afghanistan,DR Congo,GDP Per Capita
Afghanistan,Somalia,GDP Per Capita
Afghanistan,Togo,GDP Per Capita
